CSsig,Expsig,Rewardsig,EarlyExpsig,csValue,delayValue,EarlydelayValue,usReward,om,usRPE1,brainArea
1,1,1,1,1,0,1,0,1,0,Ventral striatum
1,1,0,1,-1,-1,-1,0,0,0,Ventral striatum
1,0,0,1,0,0,0,0,0,0,Ventral striatum
0,0,1,0,0,0,0,0,0,0,Ventral pallidum
1,1,0,1,0,0,0,0,0,0,Ventral pallidum
0,0,0,0,0,0,0,0,0,0,Ventral pallidum
0,1,0,1,0,-1,0,0,0,0,Ventral pallidum
1,1,1,1,0,-1,-1,0,0,1,Ventral pallidum
0,0,0,0,0,1,0,0,0,0,Ventral pallidum
0,1,0,1,0,0,0,0,-1,0,RMTg
1,1,0,0,1,1,0,0,-1,0,RMTg
0,0,0,0,0,-1,0,0,0,0,RMTg
1,1,0,1,1,-1,-1,0,0,0,RMTg
0,1,1,0,0,0,0,1,0,0,RMTg
1,0,1,1,0,0,0,0,0,0,RMTg
0,0,0,0,1,0,0,0,-1,0,RMTg
0,0,0,1,0,0,-1,0,-1,0,RMTg
1,1,0,1,0,1,1,0,-1,0,RMTg
1,1,1,1,1,0,-1,0,1,0,RMTg
1,1,1,1,1,0,-1,0,1,0,RMTg
1,1,0,1,-1,-1,-1,0,1,0,RMTg
0,1,0,0,0,-1,0,0,0,0,RMTg
1,0,1,1,0,-1,-1,-1,0,0,RMTg
0,0,0,0,0,0,0,0,0,0,RMTg
0,0,0,1,0,0,-1,0,0,0,RMTg
1,1,1,1,-1,-1,-1,0,1,0,RMTg
1,0,0,0,1,0,0,0,0,0,RMTg
0,0,0,0,0,0,0,0,0,0,RMTg
1,1,0,1,0,1,1,0,0,0,RMTg
0,0,0,0,0,0,0,0,0,0,RMTg
0,0,0,1,0,0,-1,0,0,0,RMTg
0,1,0,1,0,0,0,0,1,-1,Ventral striatum
0,0,0,1,0,0,0,0,0,0,Ventral striatum
1,0,0,1,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,1,1,1,1,0,0,0,1,0,Ventral striatum
1,1,0,0,0,0,0,0,-1,0,Ventral striatum
1,1,1,1,-1,0,0,0,0,0,Ventral striatum
1,0,0,0,0,0,0,-1,0,0,Ventral striatum
1,0,0,1,0,0,0,0,0,0,Ventral striatum
0,1,1,1,0,1,0,0,0,0,Ventral striatum
1,1,0,1,0,0,0,0,1,0,Ventral striatum
0,1,0,1,0,0,0,0,1,0,Ventral striatum
0,1,0,1,0,0,0,0,0,0,Ventral striatum
1,1,0,0,0,0,0,0,0,0,Ventral striatum
1,1,0,1,0,0,0,0,0,-1,Ventral striatum
1,1,1,1,1,0,1,0,0,0,Ventral striatum
1,1,0,1,0,0,1,0,-1,0,Ventral striatum
0,0,0,1,0,0,0,0,0,0,Ventral striatum
1,1,1,1,-1,1,0,0,0,0,Ventral striatum
1,1,0,1,1,0,0,0,-1,0,Ventral striatum
1,1,1,1,1,0,0,0,1,0,Ventral striatum
0,0,1,0,0,0,0,0,-1,0,Ventral striatum
0,1,0,1,0,-1,-1,0,0,0,Ventral striatum
1,1,0,1,0,0,0,0,-1,1,Ventral striatum
0,1,0,1,-1,-1,-1,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,1,0,1,0,1,1,0,0,0,Ventral striatum
1,1,0,1,1,-1,1,-1,0,0,Ventral striatum
1,1,1,1,0,0,0,1,0,0,Ventral striatum
1,1,1,1,1,-1,-1,0,-1,0,Ventral striatum
1,1,0,1,0,0,0,0,1,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,1,1,0,0,0,Ventral striatum
1,1,0,1,1,0,0,0,-1,0,Ventral striatum
0,0,1,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,1,1,1,0,1,1,0,0,0,Ventral striatum
1,1,0,0,1,1,0,0,-1,0,Ventral striatum
0,1,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,1,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,-1,0,0,0,0,Dorsal striatum
0,0,0,0,0,1,0,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,1,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,-1,0,0,Dorsal striatum
0,0,1,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,0,0,1,0,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
1,1,0,0,1,1,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,0,0,1,1,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,1,0,0,1,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,1,0,0,0,0,0,0,Dorsal striatum
1,1,0,1,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,1,1,0,1,0,-1,0,Dorsal striatum
0,1,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
1,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,1,0,1,0,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,1,0,0,0,0,0,0,0,Dorsal striatum
1,1,0,1,0,0,0,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,1,0,-1,-1,-1,0,0,Dorsal striatum
0,1,0,0,0,1,0,0,-1,0,Dorsal striatum
1,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,1,0,0,1,0,0,0,Dorsal striatum
1,0,0,0,-1,0,0,0,0,0,Dorsal striatum
0,1,0,1,0,1,1,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,1,0,0,0,0,0,-1,0,Dorsal striatum
1,1,0,0,1,1,0,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
1,1,0,1,1,1,1,0,-1,0,Dorsal striatum
0,1,0,0,1,0,1,1,0,0,Dorsal striatum
0,0,0,0,0,0,0,1,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,1,0,-1,0,0,1,0,Dorsal striatum
1,1,1,0,0,1,0,0,0,0,Dorsal striatum
1,0,0,0,1,0,0,0,-1,0,Dorsal striatum
1,0,0,1,0,0,0,0,0,-1,Dorsal striatum
0,1,0,1,0,0,0,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,1,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,0,0,0,0,0,0,0,0,0,Ventral striatum
0,1,0,0,0,-1,0,0,1,0,Ventral striatum
1,0,0,1,0,0,1,0,0,0,Ventral striatum
0,1,0,0,0,0,0,0,-1,1,Ventral striatum
1,1,0,1,0,0,0,0,-1,0,Ventral striatum
1,1,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,1,0,0,0,0,0,Ventral striatum
0,1,1,1,0,-1,-1,0,-1,0,Ventral striatum
1,1,0,1,-1,-1,-1,0,0,0,Ventral striatum
0,1,0,1,0,-1,-1,0,0,0,Ventral striatum
0,0,0,0,1,0,0,0,-1,0,Ventral striatum
1,1,1,1,1,1,0,0,0,0,Ventral striatum
1,1,0,1,0,1,1,0,-1,0,Ventral striatum
1,1,0,1,0,0,0,0,-1,0,Ventral striatum
0,1,0,1,0,1,1,0,0,0,Ventral striatum
0,0,1,0,0,0,0,0,0,0,Ventral striatum
1,1,1,1,1,0,0,0,-1,1,Ventral striatum
1,1,1,1,-1,0,0,0,0,0,Ventral striatum
1,1,0,1,1,0,0,0,0,0,Ventral striatum
1,1,0,1,1,0,0,0,-1,0,Ventral striatum
1,1,0,1,-1,0,0,0,1,-1,Ventral striatum
1,1,1,1,-1,1,1,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,RMTg
0,0,0,0,0,0,0,0,0,0,RMTg
1,1,1,1,1,1,1,0,-1,0,RMTg
1,1,1,0,1,1,0,0,-1,0,RMTg
0,0,0,0,0,0,0,0,0,0,RMTg
1,1,1,1,1,0,0,0,0,0,RMTg
0,1,0,0,1,0,0,0,-1,1,RMTg
1,1,1,1,-1,0,-1,0,1,0,RMTg
0,1,0,1,0,0,0,0,0,0,RMTg
1,1,0,1,1,0,0,0,-1,0,RMTg
1,1,0,1,1,0,0,0,-1,1,RMTg
1,1,1,1,1,0,0,0,-1,0,RMTg
0,1,1,1,0,1,0,0,-1,0,RMTg
1,0,0,1,1,1,1,0,0,0,RMTg
1,0,1,0,1,0,0,0,0,0,RMTg
1,1,1,1,1,0,0,0,0,0,RMTg
1,0,0,0,1,0,0,0,0,0,RMTg
0,0,0,0,0,0,0,0,0,1,RMTg
0,0,0,0,0,0,0,0,-1,0,Lateral hypothalamus
1,1,0,1,1,1,1,0,0,0,Lateral hypothalamus
1,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,0,1,1,0,-1,0,Lateral hypothalamus
0,1,0,0,0,1,0,0,0,0,Lateral hypothalamus
0,1,0,1,1,0,0,0,-1,0,Lateral hypothalamus
0,1,1,0,0,1,0,0,-1,0,Lateral hypothalamus
0,0,1,1,0,-1,-1,1,0,0,Lateral hypothalamus
0,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
1,0,1,0,1,0,0,1,0,0,Lateral hypothalamus
0,0,1,1,0,0,0,0,0,0,Lateral hypothalamus
0,0,1,0,1,0,0,1,0,0,Lateral hypothalamus
1,0,1,0,1,0,0,1,0,0,Lateral hypothalamus
0,0,1,0,0,0,0,1,0,0,Lateral hypothalamus
0,0,1,0,0,0,0,0,0,0,Lateral hypothalamus
0,1,1,1,0,-1,-1,0,0,0,Lateral hypothalamus
0,1,1,0,0,1,0,-1,0,0,Lateral hypothalamus
0,1,0,0,0,-1,-1,0,-1,0,Lateral hypothalamus
0,0,1,1,0,-1,-1,0,0,0,Lateral hypothalamus
0,0,0,1,0,0,0,0,0,0,Lateral hypothalamus
1,0,0,0,0,0,-1,0,0,0,Lateral hypothalamus
0,0,0,0,1,0,0,0,0,0,Lateral hypothalamus
0,1,0,1,0,-1,-1,0,1,0,Lateral hypothalamus
0,0,0,1,0,0,0,0,0,0,Lateral hypothalamus
0,0,0,1,0,0,0,0,0,1,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
0,0,0,1,0,0,-1,0,0,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,0,0,1,0,0,1,0,-1,0,Ventral striatum
0,0,0,0,-1,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,1,0,0,0,0,-1,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,1,0,1,1,1,0,0,0,0,Ventral striatum
1,1,1,1,1,1,1,0,0,-1,Ventral striatum
1,1,0,0,1,-1,0,0,0,0,Ventral striatum
0,1,1,1,0,1,1,1,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,1,1,1,1,1,1,0,-1,0,Ventral striatum
1,0,0,1,1,0,0,0,1,0,Ventral striatum
0,0,0,0,1,0,0,0,0,0,Ventral striatum
1,1,0,1,1,0,0,0,1,0,Ventral striatum
1,0,0,0,1,0,0,0,0,0,Ventral striatum
1,1,0,1,0,0,-1,0,1,0,Ventral striatum
0,0,1,0,0,0,0,0,0,0,Ventral striatum
1,0,0,1,1,0,-1,0,0,0,Ventral striatum
0,1,0,1,0,-1,0,0,-1,0,Ventral striatum
1,1,1,1,0,-1,-1,0,1,0,Ventral striatum
1,0,0,0,0,-1,0,0,1,0,Ventral striatum
1,1,1,1,0,0,0,0,0,0,Ventral striatum
1,0,1,1,1,0,1,-1,0,0,Ventral striatum
1,0,0,0,1,0,1,0,0,0,Ventral striatum
1,1,1,1,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,0,1,1,1,0,0,0,-1,0,Ventral striatum
1,1,0,1,0,-1,-1,0,1,0,Ventral striatum
1,1,0,1,0,0,0,0,0,0,Ventral striatum
1,1,0,1,0,-1,0,-1,0,0,Ventral striatum
0,1,0,1,0,1,1,0,-1,0,Ventral striatum
0,1,1,1,0,1,1,0,0,0,Ventral striatum
0,1,1,1,0,0,0,1,0,0,Ventral striatum
0,1,0,1,0,0,0,0,0,0,Ventral striatum
1,1,0,0,0,0,0,0,0,0,Ventral striatum
0,1,0,1,0,0,0,0,0,0,Ventral striatum
1,0,1,1,-1,0,0,0,-1,0,Ventral striatum
1,0,0,1,-1,0,0,0,-1,0,Ventral striatum
0,0,0,0,0,0,0,1,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
1,1,0,1,0,0,0,0,-1,1,Dorsal striatum
1,1,1,1,-1,-1,-1,0,1,0,Dorsal striatum
0,0,1,0,0,0,0,-1,0,0,Dorsal striatum
0,0,1,0,0,0,-1,-1,0,0,Dorsal striatum
0,1,0,1,0,0,-1,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,-1,0,Dorsal striatum
0,1,1,1,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,0,0,0,1,0,1,0,0,Dorsal striatum
0,1,1,1,0,0,0,0,0,0,Dorsal striatum
1,0,1,0,-1,0,0,0,-1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
1,1,1,1,1,1,1,0,-1,0,Dorsal striatum
0,1,0,1,0,1,1,0,0,0,Dorsal striatum
0,1,0,1,0,0,-1,0,1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Dorsal striatum
0,1,1,1,0,0,1,-1,0,0,Dorsal striatum
0,1,1,1,1,1,1,0,-1,0,Dorsal striatum
0,1,0,1,0,1,1,0,0,0,Dorsal striatum
1,1,0,0,-1,-1,0,0,0,0,Dorsal striatum
0,1,0,1,1,0,0,0,1,0,Dorsal striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,1,0,1,1,0,1,0,0,0,Ventral striatum
1,1,0,1,0,1,0,0,-1,0,Ventral striatum
1,0,0,0,1,0,0,0,0,0,Ventral striatum
1,1,1,1,0,0,0,0,-1,1,Ventral striatum
1,1,0,1,0,0,0,0,-1,0,Ventral striatum
1,1,1,0,-1,0,0,0,-1,0,Ventral striatum
0,0,0,0,0,0,0,0,-1,0,Ventral pallidum
1,0,0,0,1,0,0,0,0,0,Ventral pallidum
0,1,1,0,0,0,0,0,0,0,Ventral pallidum
1,0,0,0,1,0,0,0,-1,0,PPTg
1,0,1,1,-1,0,0,0,1,0,PPTg
1,1,1,1,0,-1,0,0,1,0,PPTg
0,1,0,1,0,0,0,0,1,-1,PPTg
1,1,1,1,1,0,0,1,0,0,PPTg
1,1,1,1,0,-1,0,0,1,0,PPTg
1,1,1,1,0,-1,0,0,0,0,PPTg
0,0,0,1,0,0,0,0,1,0,PPTg
0,1,0,1,0,0,1,0,-1,0,Lateral hypothalamus
0,0,0,1,0,0,0,1,0,0,Lateral hypothalamus
0,0,0,1,0,0,-1,0,0,0,Lateral hypothalamus
1,1,1,1,1,0,0,0,-1,0,Lateral hypothalamus
1,1,0,1,1,1,1,0,0,1,Lateral hypothalamus
0,0,1,0,0,0,0,0,-1,0,Lateral hypothalamus
1,0,0,1,1,0,0,0,-1,0,Lateral hypothalamus
0,0,1,0,1,-1,0,1,0,0,Lateral hypothalamus
1,1,0,0,1,1,0,0,-1,0,Lateral hypothalamus
0,1,0,0,0,0,1,0,0,0,Lateral hypothalamus
1,0,0,1,0,0,0,0,0,0,Lateral hypothalamus
0,1,1,1,0,1,0,0,0,0,Lateral hypothalamus
1,0,1,0,0,0,0,1,0,0,Lateral hypothalamus
1,0,0,1,-1,0,0,0,-1,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
0,1,0,1,0,0,0,0,0,0,Lateral hypothalamus
1,1,1,1,0,1,0,0,0,1,Lateral hypothalamus
0,1,0,1,0,1,1,0,0,0,Lateral hypothalamus
1,1,1,0,0,1,0,0,-1,0,Lateral hypothalamus
1,1,0,1,1,0,0,0,-1,0,Lateral hypothalamus
1,0,0,0,1,0,0,0,0,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
1,1,0,0,-1,1,0,0,-1,0,Lateral hypothalamus
1,0,1,1,-1,0,-1,0,0,0,Lateral hypothalamus
0,0,0,0,1,0,0,0,0,0,Lateral hypothalamus
1,1,1,1,1,0,1,0,-1,0,Lateral hypothalamus
0,0,1,0,0,0,0,0,1,0,Lateral hypothalamus
1,0,0,1,0,0,0,0,0,0,Lateral hypothalamus
1,0,0,1,0,0,0,0,0,0,Lateral hypothalamus
0,1,1,1,0,1,0,0,-1,0,Lateral hypothalamus
1,1,1,1,0,0,0,0,0,0,Lateral hypothalamus
1,1,1,0,0,-1,0,0,1,0,Lateral hypothalamus
0,1,0,1,0,-1,-1,0,-1,-1,Lateral hypothalamus
1,1,0,1,1,1,1,0,-1,1,Lateral hypothalamus
1,1,0,0,0,0,0,0,0,0,Lateral hypothalamus
1,1,1,1,0,0,1,0,-1,1,Lateral hypothalamus
1,1,1,1,1,1,1,0,-1,1,Lateral hypothalamus
0,1,0,0,0,0,0,0,0,0,Lateral hypothalamus
0,1,0,1,0,0,1,0,-1,1,Lateral hypothalamus
1,0,0,1,1,0,0,0,0,0,Lateral hypothalamus
0,0,0,1,0,0,0,0,-1,0,Lateral hypothalamus
0,1,0,1,0,0,0,0,1,0,Lateral hypothalamus
0,0,1,0,0,0,0,1,0,0,Lateral hypothalamus
1,1,1,1,1,1,1,0,-1,0,Lateral hypothalamus
1,0,0,0,1,0,0,0,0,0,Lateral hypothalamus
1,0,1,1,1,0,1,0,-1,0,Lateral hypothalamus
1,1,1,1,1,0,0,0,-1,0,Lateral hypothalamus
1,1,1,1,1,0,1,0,-1,0,Lateral hypothalamus
1,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
1,1,1,1,1,1,1,0,0,1,Lateral hypothalamus
0,0,1,0,0,0,0,1,0,0,PPTg
1,0,0,0,1,0,0,0,1,0,PPTg
1,0,0,0,0,0,0,0,-1,0,PPTg
1,1,1,1,0,-1,-1,0,0,0,PPTg
1,0,1,1,0,0,0,0,0,0,PPTg
1,0,0,0,1,0,0,1,0,0,PPTg
0,1,1,1,1,-1,-1,0,1,0,PPTg
1,0,0,0,1,0,0,0,0,0,PPTg
0,0,1,1,0,0,1,1,0,0,PPTg
1,0,0,0,1,0,0,0,0,0,PPTg
0,0,0,1,0,-1,-1,0,0,0,PPTg
0,0,0,0,0,0,0,0,0,0,PPTg
1,0,1,1,1,0,1,1,0,0,PPTg
1,1,1,1,1,0,1,0,-1,0,PPTg
1,1,1,0,1,-1,0,0,0,1,PPTg
1,1,0,0,1,-1,0,0,0,0,PPTg
0,1,0,1,0,0,0,0,-1,0,PPTg
0,1,1,1,0,1,1,1,0,0,PPTg
0,0,0,0,0,0,0,0,0,0,PPTg
1,1,1,0,1,-1,-1,1,0,0,PPTg
0,1,0,1,0,1,1,0,-1,0,PPTg
1,0,1,1,1,0,0,0,0,0,PPTg
1,1,1,1,1,-1,-1,0,1,1,PPTg
1,1,0,0,0,0,0,0,0,0,PPTg
1,1,0,1,-1,0,0,0,0,0,PPTg
0,0,0,1,0,0,0,0,-1,1,PPTg
1,1,0,1,0,-1,-1,0,1,0,Ventral striatum
1,1,0,1,1,1,0,0,-1,0,Ventral striatum
1,1,1,1,0,0,0,0,0,0,Ventral striatum
1,1,1,1,0,0,0,0,-1,1,Ventral striatum
0,0,1,0,0,0,0,0,-1,0,Ventral striatum
1,1,1,1,0,-1,-1,0,1,-1,Ventral striatum
1,1,1,1,1,0,0,0,0,0,Ventral striatum
1,1,0,1,0,0,0,0,1,0,Ventral striatum
1,1,1,1,1,1,0,0,-1,0,Ventral striatum
1,1,1,1,0,0,0,0,0,0,Ventral striatum
0,0,1,0,0,0,0,0,0,0,Ventral striatum
1,0,1,1,1,-1,0,0,0,0,Ventral striatum
0,1,1,1,0,0,0,0,1,0,Ventral striatum
0,0,0,1,0,-1,0,0,0,0,Ventral striatum
1,1,0,0,1,0,0,0,-1,0,Ventral striatum
1,1,0,1,1,0,0,0,-1,0,Ventral striatum
1,0,0,1,1,-1,0,0,0,0,Ventral striatum
1,1,0,1,0,0,0,0,0,0,Ventral striatum
1,0,1,1,0,-1,0,0,1,0,Ventral striatum
1,1,0,1,1,0,0,0,-1,0,Ventral striatum
1,1,0,1,0,0,0,0,1,0,Ventral striatum
0,0,0,1,0,0,1,0,0,0,Ventral striatum
0,1,0,0,0,0,0,0,0,0,Ventral striatum
0,1,1,1,0,-1,0,-1,0,0,Ventral striatum
1,1,0,1,1,0,1,0,-1,0,PPTg
1,1,0,1,1,0,0,0,-1,1,PPTg
1,1,1,1,1,-1,0,0,1,0,PPTg
1,1,1,1,0,0,0,0,0,0,PPTg
0,1,0,0,0,0,0,0,0,0,PPTg
0,1,1,1,0,-1,-1,0,0,0,PPTg
1,1,1,1,0,0,0,0,-1,0,PPTg
1,1,0,1,1,1,1,0,0,0,PPTg
0,0,0,0,0,0,0,0,0,0,PPTg
1,1,0,1,1,1,1,0,-1,0,PPTg
0,0,0,0,0,0,0,0,0,0,PPTg
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,-1,0,0,0,0,Ventral striatum
0,0,1,0,0,0,0,1,0,0,Ventral striatum
0,1,1,0,0,0,0,0,0,0,Ventral striatum
0,1,0,1,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,1,0,Ventral striatum
0,0,0,0,0,0,0,-1,0,0,Ventral striatum
0,0,1,0,0,0,0,1,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,1,0,0,0,1,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,1,0,1,0,1,1,0,0,0,Ventral striatum
0,0,0,1,0,0,0,0,0,0,Ventral striatum
0,1,0,1,0,0,1,0,0,0,Ventral striatum
0,0,0,0,0,0,0,0,0,0,Ventral striatum
1,0,0,0,0,0,0,0,-1,0,Ventral striatum
0,1,1,1,0,1,1,0,-1,0,Lateral hypothalamus
0,0,1,0,0,0,0,-1,0,0,Lateral hypothalamus
0,1,0,1,0,-1,-1,0,1,0,Lateral hypothalamus
0,0,1,0,1,0,0,1,0,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,1,0,Lateral hypothalamus
0,1,0,1,0,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,0,1,1,0,-1,0,Lateral hypothalamus
1,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
1,1,1,0,-1,0,0,0,1,0,Lateral hypothalamus
0,1,1,1,0,-1,-1,0,1,0,Lateral hypothalamus
0,1,1,1,0,-1,-1,0,1,0,Lateral hypothalamus
1,1,1,0,-1,-1,0,0,1,0,Lateral hypothalamus
0,0,1,1,1,0,1,0,-1,0,Lateral hypothalamus
1,1,1,1,0,0,0,0,1,0,Lateral hypothalamus
0,1,0,1,0,0,0,0,1,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
0,1,1,1,0,1,1,0,-1,0,Lateral hypothalamus
0,0,0,1,0,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,-1,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,1,-1,0,0,1,1,Lateral hypothalamus
0,0,1,0,0,0,0,0,0,0,Lateral hypothalamus
1,1,1,1,1,0,1,-1,0,0,Lateral hypothalamus
0,1,1,1,0,0,1,0,-1,0,Lateral hypothalamus
0,1,1,1,0,1,1,0,-1,1,Lateral hypothalamus
0,0,1,1,0,0,0,1,0,0,Lateral hypothalamus
1,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,0,1,1,0,0,0,Lateral hypothalamus
1,1,0,1,1,0,0,0,-1,0,Lateral hypothalamus
0,1,0,1,0,0,0,0,0,0,Lateral hypothalamus
0,1,0,0,0,1,0,0,-1,0,Lateral hypothalamus
0,1,0,1,0,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,0,0,-1,0,-1,0,Lateral hypothalamus
0,1,0,1,0,0,0,0,1,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,-1,0,Lateral hypothalamus
0,1,0,1,0,1,1,0,-1,0,Lateral hypothalamus
0,1,1,0,0,1,0,0,-1,0,Lateral hypothalamus
1,1,1,1,-1,0,-1,0,1,0,Lateral hypothalamus
0,1,1,1,0,0,0,0,-1,0,Lateral hypothalamus
0,1,1,1,0,0,0,0,1,0,Lateral hypothalamus
0,1,0,1,0,0,1,0,-1,0,Lateral hypothalamus
1,1,1,0,1,0,0,0,1,0,Lateral hypothalamus
0,1,1,1,0,0,1,0,-1,0,Lateral hypothalamus
0,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
1,1,1,1,1,-1,-1,0,1,0,Lateral hypothalamus
1,1,0,1,1,0,1,0,-1,0,Lateral hypothalamus
1,1,0,1,-1,0,0,0,-1,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,0,0,Lateral hypothalamus
1,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,1,0,1,0,-1,1,Lateral hypothalamus
1,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
0,1,1,1,0,0,1,0,-1,0,Lateral hypothalamus
0,1,0,1,0,0,0,0,1,0,Lateral hypothalamus
0,1,0,0,0,0,0,0,1,0,Lateral hypothalamus
1,1,0,0,0,0,0,0,1,0,Lateral hypothalamus
0,1,0,1,1,0,1,0,-1,0,Lateral hypothalamus
1,1,0,1,1,1,1,0,-1,0,Lateral hypothalamus
0,0,0,0,0,0,0,0,-1,0,Ventral pallidum
0,1,0,1,0,-1,-1,0,0,0,Ventral pallidum
